id,user_id,assignment_id,due_at,title
402dd97a-cf32-44c7-845a-34701953a190,991b69e4-865c-47ed-a795-669f3d1678b5,276b7fd4-bd78-480c-a2ce-d7495ca62239,2025-09-24 23:59:00,Due: Arrays & Strings Drills
419d9af3-015b-4aea-b707-e7b060519cd3,ce657459-2e94-4db6-87d4-72cf5bffe7b9,caf174f1-0628-4fb7-8f2d-f95ac091ea06,2025-09-29 23:59:00,Due: Greedy vs DP Short Answers
45288a70-18e6-416a-8fac-8728fccb01c8,d0ba1eac-7b0f-4c98-97c8-e689ddf7a06e,276b7fd4-bd78-480c-a2ce-d7495ca62239,2025-09-24 23:59:00,Due: Arrays & Strings Drills
499e73f3-f93b-4e2d-b0ca-c7864c830280,86a3db3f-9e65-43a6-a4ab-389e4fc3a36c,cead7aaf-a72c-4cc4-84c0-bc0e3383e1cd,2025-09-25 23:59:00,Due: Wireshark Lab
4e220d7e-2e2c-4e51-ae62-8c8a9e5c9782,991b69e4-865c-47ed-a795-669f3d1678b5,8678f777-fcce-4bcf-abc3-f4c95a348004,2025-09-20 23:59:00,Due: Warmup: FizzBuzz Variants
51ce538e-0efe-425f-99ac-ef12ca415eb7,5bbf4762-fc87-4158-9701-c36005861b06,0bf33bc9-0c2b-4856-986a-d5ec022723ca,2025-09-22 23:59:00,Due: Asymptotic Analysis Set
5728821c-7601-4e9d-bef3-a7cf1b9d67d0,8aa7d22f-9efb-4e41-baa2-eda5ddbb75ef,cead7aaf-a72c-4cc4-84c0-bc0e3383e1cd,2025-09-25 23:59:00,Due: Wireshark Lab
59aa8d6a-8231-412a-a1f6-e5f2f135727a,ce199a83-6efb-4946-8572-1762ee141bd0,b41306b3-109c-44f2-b4dd-fa77f5d0ad7d,2025-10-01 23:59:00,Due: Socket Programming 101
5a2565c5-e2d4-4b53-b62a-ec8b63a54bb3,92e5ee13-bb0b-4ff0-bfc2-de6fde4c9fc6,9e0d2497-aeae-40a5-8f70-07cc90b0696b,2025-10-05 23:59:00,Due: Project 1: Data Structures
5ab34284-863a-4ef3-9d70-e18980230445,a2c06103-04a3-448e-8d2d-5aa58590455f,b41306b3-109c-44f2-b4dd-fa77f5d0ad7d,2025-10-01 23:59:00,Due: Socket Programming 101
5dae0713-3631-4591-be2b-a05fb20ab86f,d0ba1eac-7b0f-4c98-97c8-e689ddf7a06e,caf174f1-0628-4fb7-8f2d-f95ac091ea06,2025-09-29 23:59:00,Due: Greedy vs DP Short Answers
60045af8-946b-4d6e-a4cd-73d2090af023,ce199a83-6efb-4946-8572-1762ee141bd0,8678f777-fcce-4bcf-abc3-f4c95a348004,2025-09-20 23:59:00,Due: Warmup: FizzBuzz Variants
62754c8a-ba1b-40e0-9204-c5525ca482cf,5bbf4762-fc87-4158-9701-c36005861b06,949f762a-1d86-4cef-a1b8-db5ff740003e,2025-10-06 23:59:00,Due: Graph Algorithms Coding
631f0807-26fd-4498-a026-327bd1de7a4b,92e5ee13-bb0b-4ff0-bfc2-de6fde4c9fc6,b41306b3-109c-44f2-b4dd-fa77f5d0ad7d,2025-10-01 23:59:00,Due: Socket Programming 101
72a03ba7-ba4f-44d9-9218-578aee3c7956,92e5ee13-bb0b-4ff0-bfc2-de6fde4c9fc6,cead7aaf-a72c-4cc4-84c0-bc0e3383e1cd,2025-09-25 23:59:00,Due: Wireshark Lab
7577b7da-ef79-403a-b02a-0086ef272076,869ab120-5768-493b-89fc-17e2aa9a569f,8678f777-fcce-4bcf-abc3-f4c95a348004,2025-09-20 23:59:00,Due: Warmup: FizzBuzz Variants
7643f008-32b1-460b-a55a-35143889ec9a,d0ba1eac-7b0f-4c98-97c8-e689ddf7a06e,949f762a-1d86-4cef-a1b8-db5ff740003e,2025-10-06 23:59:00,Due: Graph Algorithms Coding
794a3c0b-5f31-4ee1-b443-60cd53b37537,8aa7d22f-9efb-4e41-baa2-eda5ddbb75ef,9fa24396-473b-4bd9-8c0c-87f71ac8e192,2025-10-07 23:59:00,Due: Routing & Subnetting Worksheet
7a430d41-4926-4bc8-ac93-3e47cb33ecbd,8aa7d22f-9efb-4e41-baa2-eda5ddbb75ef,949f762a-1d86-4cef-a1b8-db5ff740003e,2025-10-06 23:59:00,Due: Graph Algorithms Coding
7ddf6862-4c16-4f19-a8ed-b8bad35c83bc,d0ba1eac-7b0f-4c98-97c8-e689ddf7a06e,9fa24396-473b-4bd9-8c0c-87f71ac8e192,2025-10-07 23:59:00,Due: Routing & Subnetting Worksheet
846ad2d3-06a9-4d22-91d3-6d7d59bf293e,5bbf4762-fc87-4158-9701-c36005861b06,caf174f1-0628-4fb7-8f2d-f95ac091ea06,2025-09-29 23:59:00,Due: Greedy vs DP Short Answers
84e0f4a0-df94-43ca-8015-c9b4a9f61fce,d0ba1eac-7b0f-4c98-97c8-e689ddf7a06e,cead7aaf-a72c-4cc4-84c0-bc0e3383e1cd,2025-09-25 23:59:00,Due: Wireshark Lab
87f9a1af-090e-4fd7-995f-bb0ef1588ef1,8aa7d22f-9efb-4e41-baa2-eda5ddbb75ef,b41306b3-109c-44f2-b4dd-fa77f5d0ad7d,2025-10-01 23:59:00,Due: Socket Programming 101
890ef971-869b-433e-9700-84de815789cf,869ab120-5768-493b-89fc-17e2aa9a569f,9e0d2497-aeae-40a5-8f70-07cc90b0696b,2025-10-05 23:59:00,Due: Project 1: Data Structures
969839a9-a604-4eae-86f3-acfb8dea5c67,5bbf4762-fc87-4158-9701-c36005861b06,cead7aaf-a72c-4cc4-84c0-bc0e3383e1cd,2025-09-25 23:59:00,Due: Wireshark Lab
97a23067-a4bc-4c28-ac16-a0c024a7c2ac,d0ba1eac-7b0f-4c98-97c8-e689ddf7a06e,b41306b3-109c-44f2-b4dd-fa77f5d0ad7d,2025-10-01 23:59:00,Due: Socket Programming 101
98624b1d-7779-417f-977b-8713ed525598,5bbf4762-fc87-4158-9701-c36005861b06,9fa24396-473b-4bd9-8c0c-87f71ac8e192,2025-10-07 23:59:00,Due: Routing & Subnetting Worksheet
9d39a586-ef39-4f86-b621-0c9d81bdec64,a2c06103-04a3-448e-8d2d-5aa58590455f,9fa24396-473b-4bd9-8c0c-87f71ac8e192,2025-10-07 23:59:00,Due: Routing & Subnetting Worksheet
a097731b-adc4-4257-9429-e3918917bc85,5bbf4762-fc87-4158-9701-c36005861b06,276b7fd4-bd78-480c-a2ce-d7495ca62239,2025-09-24 23:59:00,Due: Arrays & Strings Drills
a3348e3f-0f17-450e-9277-51d0001b2676,5bbf4762-fc87-4158-9701-c36005861b06,8678f777-fcce-4bcf-abc3-f4c95a348004,2025-09-20 23:59:00,Due: Warmup: FizzBuzz Variants
a5631230-19fb-4ac6-9e12-c00a89082b02,ce199a83-6efb-4946-8572-1762ee141bd0,cead7aaf-a72c-4cc4-84c0-bc0e3383e1cd,2025-09-25 23:59:00,Due: Wireshark Lab
a8008ee0-931f-4bab-952f-aa089758a832,a2c06103-04a3-448e-8d2d-5aa58590455f,cead7aaf-a72c-4cc4-84c0-bc0e3383e1cd,2025-09-25 23:59:00,Due: Wireshark Lab
ad4ad7ce-3804-47d9-a208-83c9d4196f30,a2c06103-04a3-448e-8d2d-5aa58590455f,8678f777-fcce-4bcf-abc3-f4c95a348004,2025-09-20 23:59:00,Due: Warmup: FizzBuzz Variants
b534061b-1cbe-4c18-a6fa-f96440a71f8d,869ab120-5768-493b-89fc-17e2aa9a569f,276b7fd4-bd78-480c-a2ce-d7495ca62239,2025-09-24 23:59:00,Due: Arrays & Strings Drills
b64ce847-5965-4e63-9850-9adb66271443,86a3db3f-9e65-43a6-a4ab-389e4fc3a36c,caf174f1-0628-4fb7-8f2d-f95ac091ea06,2025-09-29 23:59:00,Due: Greedy vs DP Short Answers
b694f292-69a4-4433-ab99-1fcfe60e158e,b2ffe515-b84d-4e37-a9a7-439c90fcfc1c,276b7fd4-bd78-480c-a2ce-d7495ca62239,2025-09-24 23:59:00,Due: Arrays & Strings Drills
b80ac699-3e55-4909-ac7f-48c3125f9e21,5bbf4762-fc87-4158-9701-c36005861b06,29fe6735-aac5-4746-9788-4349d4cddc95,2025-09-30 23:59:00,Due: Recursion Mini-Set
beabc0df-7ac5-4a57-a0d5-8717f2d732f5,8aa7d22f-9efb-4e41-baa2-eda5ddbb75ef,0bf33bc9-0c2b-4856-986a-d5ec022723ca,2025-09-22 23:59:00,Due: Asymptotic Analysis Set
c3a1d984-ee19-44c2-9f6a-84c0d43a5205,b2ffe515-b84d-4e37-a9a7-439c90fcfc1c,9e0d2497-aeae-40a5-8f70-07cc90b0696b,2025-10-05 23:59:00,Due: Project 1: Data Structures
c7626c11-cd43-4b4b-bcf1-0bd169c49578,d0ba1eac-7b0f-4c98-97c8-e689ddf7a06e,8678f777-fcce-4bcf-abc3-f4c95a348004,2025-09-20 23:59:00,Due: Warmup: FizzBuzz Variants
c777fe3a-0048-4a1c-9c2b-6113d19e27ab,ce199a83-6efb-4946-8572-1762ee141bd0,9fa24396-473b-4bd9-8c0c-87f71ac8e192,2025-10-07 23:59:00,Due: Routing & Subnetting Worksheet
cc5eb677-6ae8-45f7-813c-dfbfdd446a27,86a3db3f-9e65-43a6-a4ab-389e4fc3a36c,9fa24396-473b-4bd9-8c0c-87f71ac8e192,2025-10-07 23:59:00,Due: Routing & Subnetting Worksheet
d78412e9-98ed-410e-9a7c-3c551b3b7127,a2c06103-04a3-448e-8d2d-5aa58590455f,276b7fd4-bd78-480c-a2ce-d7495ca62239,2025-09-24 23:59:00,Due: Arrays & Strings Drills
dc54ba28-b1ed-4909-93c5-6f59fb3473ff,86a3db3f-9e65-43a6-a4ab-389e4fc3a36c,0bf33bc9-0c2b-4856-986a-d5ec022723ca,2025-09-22 23:59:00,Due: Asymptotic Analysis Set
dc9f9c9f-92dc-454b-92b3-2bbd9c9cfea6,5370b027-b46d-410b-b620-2e6f0bf766aa,949f762a-1d86-4cef-a1b8-db5ff740003e,2025-10-06 23:59:00,Due: Graph Algorithms Coding
e0df31d3-cb64-4518-9879-7f9927e12b38,d0ba1eac-7b0f-4c98-97c8-e689ddf7a06e,9e0d2497-aeae-40a5-8f70-07cc90b0696b,2025-10-05 23:59:00,Due: Project 1: Data Structures
e1443f7c-2f71-47c7-aaa4-5de1aca33e11,86a3db3f-9e65-43a6-a4ab-389e4fc3a36c,949f762a-1d86-4cef-a1b8-db5ff740003e,2025-10-06 23:59:00,Due: Graph Algorithms Coding
e2a2d241-3a1f-444c-a0c8-a2ea2bac106c,8aa7d22f-9efb-4e41-baa2-eda5ddbb75ef,caf174f1-0628-4fb7-8f2d-f95ac091ea06,2025-09-29 23:59:00,Due: Greedy vs DP Short Answers
ecfa51fb-9180-46c0-9fc3-4173a0c98bf2,ce199a83-6efb-4946-8572-1762ee141bd0,29fe6735-aac5-4746-9788-4349d4cddc95,2025-09-30 23:59:00,Due: Recursion Mini-Set
edb91d4c-4294-4232-8d1e-1b4103078559,5bbf4762-fc87-4158-9701-c36005861b06,9e0d2497-aeae-40a5-8f70-07cc90b0696b,2025-10-05 23:59:00,Due: Project 1: Data Structures
f16aae80-88b0-47a7-938a-40ea4d257615,d0ba1eac-7b0f-4c98-97c8-e689ddf7a06e,0bf33bc9-0c2b-4856-986a-d5ec022723ca,2025-09-22 23:59:00,Due: Asymptotic Analysis Set
fd00f785-1180-4c36-b4cb-9217e933610b,991b69e4-865c-47ed-a795-669f3d1678b5,29fe6735-aac5-4746-9788-4349d4cddc95,2025-09-30 23:59:00,Due: Recursion Mini-Set
